Date,Open,High,Low,Close,Volume,OpenInt
2005-04-29,7.6319,7.6319,7.3938,7.5788,408167,0
2005-05-02,7.5748,7.6463,7.4593,7.6081,345318,0
2005-05-03,7.4747,7.8566,7.4747,7.5883,389503,0
2005-05-04,7.57,7.9183,7.57,7.9134,300872,0
2005-05-05,7.9562,7.9562,7.5994,7.7414,336377,0
2005-05-06,7.8327,7.8673,7.7414,7.7661,164024,0
2005-05-09,7.7414,7.8426,7.7176,7.8426,225846,0
2005-05-10,7.7614,7.8706,7.6558,7.8375,282867,0
2005-05-11,7.8034,7.8812,7.6463,7.6518,309804,0
2005-05-12,7.7375,7.785,7.57,7.57,303255,0
2005-05-13,7.57,7.694,7.5501,7.5748,330366,0
2005-05-16,7.5501,7.8327,7.5501,7.8034,380623,0
2005-05-17,7.8237,7.9562,7.6749,7.7709,913464,0
2005-05-18,7.8089,7.8706,7.6797,7.7503,460038,0
2005-05-19,7.7463,7.7994,7.6644,7.7463,365766,0
2005-05-20,7.8136,7.8136,7.6797,7.7557,451886,0
2005-05-23,7.7463,7.8327,7.6749,7.7661,496686,0
2005-05-24,7.7271,7.8426,7.6463,7.8136,362063,0
2005-05-25,7.7271,7.8524,7.6558,7.8269,343301,0
2005-05-26,7.7797,7.9282,7.7661,7.8706,385118,0
2005-05-27,7.8853,7.8894,7.8089,7.8566,164635,0
2005-05-31,7.7994,7.9102,7.7797,7.8327,357883,0
2005-06-01,7.8615,7.9908,7.8184,7.9908,330811,0
2005-06-02,7.999,8.1429,7.9224,8.0385,432643,0
2005-06-03,8.0385,8.1191,7.962,7.9851,278186,0
2005-06-06,7.9851,8.1625,7.9331,8.1395,286613,0
2005-06-07,8.1574,8.3153,7.9958,7.9958,505787,0
2005-06-08,8.1335,8.1676,7.9908,8.0946,293838,0
2005-06-09,8.1335,8.2904,8.0665,8.2777,563287,0
2005-06-10,8.2904,8.364,8.2291,8.334,517325,0
2005-06-13,8.3682,8.462,8.2904,8.364,566461,0
2005-06-14,8.3828,8.4966,8.2967,8.462,629116,0
2005-06-15,8.4833,8.5983,8.3921,8.5983,1236667,0
2005-06-16,8.5727,8.6972,8.462,8.6835,701771,0
2005-06-17,8.7208,8.8351,8.531,8.8351,1733467,0
2005-06-20,8.8315,8.8392,8.6581,8.7261,991514,0
2005-06-21,8.6499,8.7017,8.5541,8.6299,774273,0
2005-06-22,8.6018,8.7653,8.5106,8.7435,1074083,0
2005-06-23,8.5983,8.7844,8.5983,8.6553,694544,0
2005-06-24,8.6553,8.8351,8.5541,8.768,1136099,0
2005-06-27,8.7788,8.7788,8.6553,8.6835,540200,0
2005-06-28,8.7017,8.8997,8.6553,8.8997,467642,0
2005-06-29,8.8559,8.9602,8.7553,8.9602,356461,0
2005-06-30,8.9602,9.0113,8.7978,8.8125,473974,0
2005-07-01,8.7978,8.9267,8.7978,8.8392,402434,0
2005-07-05,8.8643,8.9658,8.7978,8.9379,356458,0
2005-07-06,8.9267,9.0703,8.8838,8.9379,476882,0
2005-07-07,8.8392,8.9155,8.6789,8.9081,526468,0
2005-07-08,8.9267,9.0761,8.768,9.056,368466,0
2005-07-11,9.0309,9.0799,9.0029,9.0799,454725,0
2005-07-12,9.0599,9.1274,9.0355,9.056,464789,0
2005-07-13,9.056,9.0799,8.7978,8.8699,418389,0
2005-07-14,8.9323,8.9545,8.768,8.7726,344793,0
2005-07-15,8.7208,8.8392,8.6222,8.7653,395742,0
2005-07-18,8.1813,8.6263,8.0574,8.4257,2254173,0
2005-07-19,8.4107,8.5692,8.3768,8.5355,801492,0
2005-07-20,8.4779,8.6736,8.4354,8.6691,617397,0
2005-07-21,8.6263,8.6789,8.5106,8.531,575119,0
2005-07-22,8.4966,8.6018,8.2735,8.5355,1031411,0
2005-07-25,8.4903,8.6926,8.4594,8.6454,697278,0
2005-07-26,8.6018,8.7261,8.5257,8.6499,686838,0
2005-07-27,8.6972,8.7172,8.6018,8.6581,416329,0
2005-07-28,8.6691,8.7307,8.5779,8.7307,728442,0
2005-07-29,8.6635,8.7261,8.4354,8.5983,1211792,0
2005-08-01,8.5071,8.7126,8.5071,8.6691,588868,0
2005-08-02,8.6581,8.7416,8.6499,8.7172,565231,0
2005-08-03,8.6881,9.0846,8.64,9.0799,3513924,0
2005-08-04,8.9424,9.4029,8.9323,9.175,1799264,0
2005-08-05,9.175,9.3669,9.175,9.2427,1760108,0
2005-08-08,9.2246,9.3376,9.0884,9.2246,1191206,0
2005-08-09,9.2008,9.3464,9.2008,9.2732,781364,0
2005-08-10,9.2732,9.3708,9.2008,9.3044,725626,0
2005-08-11,9.3522,9.553,9.2762,9.399,1473828,0
2005-08-12,9.3522,9.3669,9.175,9.2732,819572,0
2005-08-15,9.2323,9.53,9.2284,9.4468,749197,0
2005-08-16,9.3961,9.3961,8.9844,9.0703,703508,0
2005-08-17,9.0467,9.1274,8.9881,9.042,388433,0
2005-08-18,8.9881,9.0281,8.7788,8.8392,574330,0
2005-08-19,8.8392,9.1465,8.8392,9.0799,338739,0
2005-08-22,9.1274,9.3669,9.0799,9.363,474289,0
2005-08-23,9.2937,9.5,9.2937,9.3864,726900,0
2005-08-24,9.363,9.4634,9.2513,9.2762,641827,0
2005-08-25,9.3191,9.506,9.2513,9.442,413883,0
2005-08-26,9.438,9.442,9.1598,9.1598,387976,0
2005-08-29,9.0989,9.2732,8.9424,9.2189,460030,0
2005-08-30,9.1151,9.2609,8.8392,9.0113,658229,0
2005-08-31,9.0355,9.1894,8.8643,9.1894,351664,0
2005-09-01,9.2008,9.3103,9.1151,9.2361,438548,0
2005-09-02,9.2361,9.3161,9.0309,9.0989,224833,0
2005-09-06,9.0989,9.3747,9.0989,9.2323,381855,0
2005-09-07,9.257,9.2859,9.1046,9.1427,390697,0
2005-09-08,9.1522,9.2361,9.0799,9.1427,353109,0
2005-09-09,9.1465,9.2654,9.1093,9.1656,271995,0
2005-09-12,9.1798,9.5,9.1598,9.4088,449483,0
2005-09-13,9.4146,9.864,9.363,9.662,1470785,0
2005-09-14,9.7,9.911,9.606,9.749,806129,0
2005-09-15,9.774,9.825,9.578,9.62,656293,0
2005-09-16,9.677,9.815,9.629,9.749,1103113,0
2005-09-19,9.797,9.821,9.586,9.62,720540,0
2005-09-20,9.511,9.644,9.3961,9.4244,568511,0
2005-09-21,9.4088,9.4576,9.0799,9.3522,623917,0
2005-09-22,9.3522,9.524,9.2762,9.4029,395597,0
2005-09-23,9.4244,9.639,9.3464,9.606,344289,0
2005-09-26,9.648,9.719,9.518,9.539,545687,0
2005-09-27,9.515,9.644,9.3435,9.542,435216,0
2005-09-28,9.4907,9.654,9.3581,9.573,466397,0
2005-09-29,9.568,9.639,9.4029,9.563,443351,0
2005-09-30,9.568,9.568,9.2246,9.4634,735703,0
2005-10-03,9.506,9.629,9.4634,9.542,472424,0
2005-10-04,9.586,9.716,9.4351,9.53,635954,0
2005-10-05,9.518,9.644,9.3805,9.3961,756161,0
2005-10-06,9.4634,9.4634,8.9424,9.1227,812769,0
2005-10-07,9.1465,9.3044,9.0799,9.2132,432870,0
2005-10-10,9.2986,9.2986,9.0931,9.117,439908,0
2005-10-11,9.1093,9.257,8.9945,9.0188,655476,0
2005-10-12,8.9945,9.0645,8.4302,8.6222,1983909,0
2005-10-13,8.5151,8.8597,8.462,8.7553,862823,0
2005-10-14,8.7553,8.8016,8.4673,8.6789,904989,0
2005-10-17,8.6635,8.6635,8.462,8.6018,824574,0
2005-10-18,8.5399,8.7261,8.4673,8.5638,428959,0
2005-10-19,8.4735,8.9658,8.4735,8.8457,700693,0
2005-10-20,8.8392,8.8699,8.6454,8.8315,603081,0
2005-10-21,8.7844,8.9658,8.7726,8.9155,596938,0
2005-10-24,8.9379,9.0599,8.8793,9.0002,617439,0
2005-10-25,8.9658,9.0522,8.7017,8.8932,439222,0
2005-10-26,8.9323,8.9545,8.6581,8.7208,491314,0
2005-10-27,8.7307,8.8315,8.5922,8.6018,394995,0
2005-10-28,8.6553,8.9267,8.5355,8.8351,614696,0
2005-10-31,8.8392,8.9779,8.7934,8.9267,558364,0
2005-11-01,8.9379,9.0599,8.8699,9.0002,548709,0
2005-11-02,9.056,9.1722,9.0309,9.1274,588817,0
2005-11-03,9.196,9.2937,8.9658,9.0467,517729,0
2005-11-04,9.0846,9.1465,8.9267,9.042,249287,0
2005-11-07,9.042,9.0799,8.8216,8.8457,737756,0
2005-11-08,8.7934,8.8932,8.7208,8.7978,540298,0
2005-11-09,8.8522,8.9081,8.7726,8.8597,630835,0
2005-11-10,8.9081,9.2284,8.7934,9.2075,641061,0
2005-11-11,9.2485,9.3435,9.1894,9.3103,532716,0
2005-11-14,9.2008,9.3191,9.0884,9.2189,323846,0
2005-11-15,9.2513,9.3191,9.0002,9.2132,433873,0
2005-11-16,9.257,9.257,9.0599,9.0989,323215,0
2005-11-17,9.1046,9.2937,9.1046,9.2937,313684,0
2005-11-18,9.3191,9.323,9.1846,9.2609,476177,0
2005-11-21,9.2609,9.3435,9.1846,9.3191,448327,0
2005-11-22,9.3191,9.3435,9.175,9.2986,1066415,0
2005-11-23,9.2908,9.2986,9.156,9.1894,321701,0
2005-11-25,9.2859,9.2859,9.1227,9.2189,127347,0
2005-11-28,9.175,9.2284,8.9043,8.9723,589135,0
2005-11-29,8.9844,9.1894,8.9844,9.1465,322627,0
2005-11-30,9.1894,9.2427,9.0467,9.0645,377509,0
2005-12-01,9.0931,9.3327,8.9881,9.3161,640988,0
2005-12-02,9.2732,9.2732,9.0799,9.2427,264535,0
2005-12-05,9.2908,9.2908,9.0086,9.1322,456716,0
2005-12-06,9.1722,9.3191,9.117,9.2485,402957,0
2005-12-07,9.2485,9.2485,9.0355,9.117,404825,0
2005-12-08,9.1465,9.1656,8.7435,9.0244,899285,0
2005-12-09,9.0599,9.1274,8.9881,9.056,576531,0
2005-12-12,9.0703,9.1093,8.8997,8.9267,614281,0
2005-12-13,8.9379,8.9881,8.7788,8.8351,1523200,0
2005-12-14,8.8522,8.9323,8.7261,8.8016,654979,0
2005-12-15,8.8522,8.8522,8.4594,8.616,1577308,0
2005-12-16,8.64,8.6736,8.4868,8.5638,1718374,0
2005-12-19,8.5444,8.7788,8.5106,8.7261,1127269,0
2005-12-20,8.6581,8.7653,8.616,8.7607,844326,0
2005-12-21,8.7896,8.9323,8.768,8.817,408213,0
2005-12-22,8.817,8.9379,8.7362,8.8457,493883,0
2005-12-23,8.8392,8.8392,8.708,8.807,164432,0
2005-12-27,8.807,8.8392,8.6072,8.6117,441848,0
2005-12-28,8.6581,8.7126,8.5922,8.6789,309431,0
2005-12-29,8.7172,8.7208,8.6018,8.6018,330345,0
2005-12-30,8.6072,8.6635,8.4966,8.5692,550441,0
2006-01-03,8.6018,8.7208,8.4868,8.6635,820843,0
2006-01-04,8.6499,8.7126,8.5727,8.6355,395743,0
2006-01-05,8.6117,8.7934,8.5983,8.7489,618301,0
2006-01-06,8.8392,8.9424,8.8216,8.9267,936865,0
2006-01-09,8.9602,8.9602,8.7978,8.8279,545908,0
2006-01-10,8.8876,8.8876,8.6299,8.7896,729775,0
2006-01-11,8.768,8.8793,8.768,8.8457,618989,0
2006-01-12,8.7978,8.8559,8.708,8.7261,668705,0
2006-01-13,8.7978,8.9211,8.7172,8.8392,355890,0
2006-01-17,8.817,8.8279,8.6635,8.8016,430463,0
2006-01-18,8.7017,8.7934,8.6018,8.6299,793099,0
2006-01-19,8.6972,8.7261,8.6117,8.6355,343695,0
2006-01-20,8.6789,8.6926,8.5399,8.5444,354412,0
2006-01-23,8.5922,8.8125,8.5488,8.7896,384134,0
2006-01-24,8.7896,8.8351,8.7416,8.7934,294654,0
2006-01-25,8.7978,8.8216,8.5488,8.6553,539781,0
2006-01-26,8.7261,8.807,8.6222,8.7208,360803,0
2006-01-27,8.7788,8.8315,8.6581,8.7261,594696,0
2006-01-30,8.768,8.768,8.6581,8.7307,302277,0
2006-01-31,8.6454,8.768,8.5071,8.7126,590108,0
2006-02-01,8.6581,8.817,8.6263,8.6789,400909,0
2006-02-02,8.7653,8.7934,8.5106,8.5444,863460,0
2006-02-03,8.6926,8.7934,8.6299,8.7553,526537,0
2006-02-06,8.7934,8.8597,8.7208,8.8522,446951,0
2006-02-07,8.8597,8.9545,8.8351,8.8457,675462,0
2006-02-08,8.8932,9.257,8.8932,9.2132,1922932,0
2006-02-09,9.2008,9.2427,9.0799,9.1465,1162757,0
2006-02-10,9.1894,9.3044,9.1046,9.2762,650054,0
2006-02-13,9.3103,9.3191,9.1598,9.2859,690131,0
2006-02-14,9.3191,9.323,9.2189,9.323,619894,0
2006-02-15,9.3191,9.3191,9.175,9.2046,845460,0
2006-02-16,9.2485,9.3103,9.2008,9.2986,589404,0
2006-02-17,9.3327,9.3327,9.2246,9.2361,410175,0
2006-02-21,9.3161,9.3191,9.2361,9.2937,564386,0
2006-02-22,9.3191,9.3435,9.2075,9.2762,778016,0
2006-02-23,9.257,9.3191,9.2284,9.3044,683790,0
2006-02-24,9.257,9.2937,9.056,9.196,701061,0
2006-02-27,9.175,9.2246,9.1093,9.1598,691641,0
2006-02-28,9.1046,9.156,8.8315,8.9779,1252826,0
2006-03-01,9.0244,9.0931,8.9779,9.0645,732757,0
2006-03-02,9.0931,9.0931,8.8457,8.9379,942381,0
2006-03-03,8.9379,9.0188,8.7978,8.817,1047871,0
2006-03-06,8.8643,8.8643,8.6117,8.7126,995625,0
2006-03-07,8.7261,8.8793,8.6972,8.8643,938477,0
2006-03-08,8.8876,8.9211,8.7653,8.8457,468866,0
2006-03-09,8.8838,9.0244,8.7416,8.817,679848,0
2006-03-10,8.6072,8.7489,8.6018,8.7208,777640,0
2006-03-13,8.7653,8.8597,8.5638,8.5824,900696,0
2006-03-14,8.6018,8.8559,8.5727,8.6835,1160551,0
2006-03-15,8.7261,8.7261,8.5638,8.6299,1442912,0
2006-03-16,8.6299,8.7208,8.5205,8.531,2414533,0
2006-03-17,8.531,8.7017,8.531,8.5779,17081241,0
2006-03-20,8.6581,8.7435,8.616,8.7362,3692123,0
2006-03-21,8.7653,8.7896,8.6499,8.6789,2432777,0
2006-03-22,8.6926,8.7172,8.6018,8.6355,1634200,0
2006-03-23,8.6581,8.6736,8.5779,8.6018,1847264,0
2006-03-24,8.616,8.7172,8.5541,8.6736,1910882,0
2006-03-27,8.6972,8.7653,8.6117,8.6454,2394414,0
2006-03-28,8.6499,8.7017,8.6018,8.6355,918183,0
2006-03-29,8.6499,8.6581,8.5071,8.5355,2642825,0
2006-03-30,8.5779,8.6299,8.5444,8.5594,1256058,0
2006-03-31,8.5878,8.5922,8.4903,8.5106,1065526,0
2006-04-03,8.4966,8.5922,8.4673,8.4779,1447695,0
2006-04-04,8.4966,8.768,8.4833,8.6263,1866031,0
2006-04-05,8.8315,8.8876,8.7208,8.8457,2761949,0
2006-04-06,8.8793,9.0188,8.8643,8.9545,2689354,0
2006-04-07,9.0029,9.0029,8.7788,8.8392,1034521,0
2006-04-10,8.8876,9.0002,8.8392,8.8643,1494080,0
2006-04-11,8.8793,8.9127,8.6299,8.6581,966345,0
2006-04-12,8.6263,8.7553,8.6263,8.6881,709216,0
2006-04-13,8.6881,8.7416,8.6299,8.7362,743380,0
2006-04-17,8.708,8.7307,8.5541,8.6736,1440210,0
2006-04-18,8.6736,8.8876,8.6635,8.8522,1368786,0
2006-04-19,8.8216,8.8932,8.7172,8.8932,984103,0
2006-04-20,8.8699,8.9043,8.768,8.8392,950794,0
2006-04-21,8.8351,9.0703,8.768,8.8932,852847,0
2006-04-24,8.8643,8.9127,8.7017,8.7489,740235,0
2006-04-25,8.7489,8.8279,8.6299,8.7553,826448,0
2006-04-26,8.7934,8.8597,8.7553,8.8392,941651,0
2006-04-27,8.8279,8.9945,8.7553,8.9155,1000624,0
2006-04-28,8.8597,8.9723,8.8392,8.9379,1162980,0
2006-05-01,8.9844,9.0086,8.8597,8.9127,1317378,0
2006-05-02,8.9267,8.9453,8.7726,8.8932,1831109,0
2006-05-03,8.9081,9.0989,8.8997,9.056,1575745,0
2006-05-04,9.056,9.0989,9.0029,9.0799,935217,0
2006-05-05,9.0989,9.1046,9.0113,9.0846,1114683,0
2006-05-08,9.0799,9.1322,9.0355,9.0599,561305,0
2006-05-09,9.056,9.0846,8.975,8.9881,764299,0
2006-05-10,9.0002,9.0086,8.8457,8.9043,648389,0
2006-05-11,8.8755,8.9323,8.7653,8.768,1325194,0
2006-05-12,8.7553,8.8016,8.6263,8.6499,1128434,0
2006-05-15,8.6499,8.6972,8.5922,8.6691,1280448,0
2006-05-16,8.6972,8.7607,8.6736,8.708,1166365,0
2006-05-17,8.6972,8.7553,8.6499,8.6881,921018,0
2006-05-18,8.6881,8.7653,8.6635,8.6736,501544,0
2006-05-19,8.6581,8.7172,8.5779,8.6581,1210260,0
2006-05-22,8.6018,8.6926,8.4966,8.6553,1195964,0
2006-05-23,8.6926,8.708,8.4833,8.5151,657787,0
2006-05-24,8.5257,8.7172,8.4833,8.6581,1146125,0
2006-05-25,8.6972,9.1274,8.6263,9.1274,1745444,0
2006-05-26,9.1274,9.175,8.8997,9.0599,819425,0
2006-05-30,8.9155,9.0029,8.8793,8.9424,1080926,0
2006-05-31,8.9779,9.2485,8.9127,9.0989,2560558,0
2006-06-01,9.1322,9.2654,9.0799,9.2654,953483,0
2006-06-02,9.2513,9.281,9.1522,9.2323,791994,0
2006-06-05,9.2075,9.2246,8.9453,8.9453,754389,0
2006-06-06,8.9602,9.0703,8.9267,9.0244,693054,0
2006-06-07,9.0599,9.1227,8.9211,8.9508,513035,0
2006-06-08,8.9043,9.0846,8.7416,9.0281,998150,0
2006-06-09,9.0599,9.0761,8.9127,8.9379,411480,0
2006-06-12,8.9723,9.0002,8.8016,8.8125,555155,0
2006-06-13,8.7788,8.9723,8.6072,8.6553,1230162,0
2006-06-14,8.6736,8.7416,8.4833,8.5488,1199934,0
2006-06-15,8.5779,8.7261,8.5257,8.6835,1294627,0
2006-06-16,8.64,8.6972,8.5692,8.6018,2428211,0
2006-06-19,8.6072,8.7607,8.5878,8.7126,1181377,0
2006-06-20,8.64,8.6972,8.4594,8.5355,885120,0
2006-06-21,8.5638,8.6736,8.531,8.6454,791186,0
2006-06-22,8.6635,8.7362,8.6117,8.7261,835312,0
2006-06-23,8.6635,8.7435,8.6018,8.7261,923182,0
2006-06-26,8.7416,8.7934,8.6736,8.7934,862284,0
2006-06-27,8.7934,8.807,8.6499,8.6835,937508,0
2006-06-28,8.7362,8.7788,8.6553,8.7553,422901,0
2006-06-29,8.7844,9.0309,8.7726,9.0309,1141280,0
2006-06-30,9.056,9.056,8.8279,8.8315,4814054,0
2006-07-03,8.817,8.8755,8.7934,8.8597,374920,0
2006-07-05,8.8838,8.8876,8.7844,8.8643,769003,0
2006-07-06,8.8755,8.8755,8.7208,8.7896,659168,0
2006-07-07,8.8125,8.8392,8.6018,8.616,728719,0
2006-07-10,8.616,8.768,8.616,8.7307,495787,0
2006-07-11,8.7416,8.7978,8.6018,8.7653,939103,0
2006-07-12,8.768,8.7726,8.6299,8.6581,817893,0
2006-07-13,8.6072,8.6926,8.5692,8.6018,1243868,0
2006-07-14,8.5779,8.768,8.5779,8.616,1808438,0
2006-07-17,8.6553,8.6881,8.5692,8.5824,856743,0
2006-07-18,8.616,8.6881,8.5638,8.6454,1042523,0
2006-07-19,8.6499,8.768,8.6072,8.7435,1255418,0
2006-07-20,8.7435,8.8392,8.6736,8.708,612879,0
2006-07-21,8.6635,8.7416,8.64,8.6499,803747,0
2006-07-24,8.7261,8.8876,8.6926,8.8793,550649,0
2006-07-25,8.8392,8.975,8.7435,8.9127,575175,0
2006-07-26,8.8793,8.9453,8.7489,8.8559,680259,0
2006-07-27,8.9379,8.9881,8.8755,8.9267,752017,0
2006-07-28,9.0188,9.0884,8.9602,9.0799,1147592,0
2006-07-31,9.1046,9.2189,8.9844,9.2075,866397,0
2006-08-01,9.1846,9.1846,8.8997,9.0989,645899,0
2006-08-02,9.1465,9.2908,9.0799,9.175,621704,0
2006-08-03,9.1427,9.3161,9.1093,9.281,473999,0
2006-08-04,9.3191,9.3961,9.0799,9.2246,882466,0
2006-08-07,9.2246,9.3103,9.117,9.2732,860256,0
2006-08-08,9.2732,9.3922,9.2075,9.2427,810083,0
2006-08-09,9.2513,9.4185,9.1227,9.1598,1340018,0
2006-08-10,9.1322,9.3805,9.0884,9.3279,1111640,0
2006-08-11,9.3669,9.3747,9.2189,9.3161,819204,0
2006-08-14,9.3376,9.399,9.2008,9.2762,606832,0
2006-08-15,9.3747,9.3747,9.2427,9.3191,817485,0
2006-08-16,9.399,9.4185,9.3191,9.3669,1292419,0
2006-08-17,9.3669,9.506,9.3327,9.4146,1029957,0
2006-08-18,9.4537,9.4819,9.323,9.3708,826097,0
2006-08-21,9.323,9.3805,9.3191,9.3327,481659,0
2006-08-22,9.3464,9.3805,9.3044,9.3376,729205,0
2006-08-23,9.3669,9.3922,9.156,9.196,814203,0
2006-08-24,9.2513,9.3161,9.1722,9.2323,587510,0
2006-08-25,9.2046,9.3327,9.2046,9.2654,683572,0
2006-08-28,9.2762,9.438,9.2075,9.3435,1049203,0
2006-08-29,9.3922,9.4244,9.2908,9.4029,830016,0
2006-08-30,9.4576,9.568,9.3581,9.553,942802,0
2006-08-31,9.606,9.696,9.524,9.542,900849,0
2006-09-01,9.563,9.639,9.536,9.563,702068,0
2006-09-05,9.557,9.624,9.539,9.606,628517,0
2006-09-06,9.591,9.591,9.5,9.547,542709,0
2006-09-07,9.542,9.578,9.4468,9.4673,772791,0
2006-09-08,9.506,9.568,9.4634,9.536,906399,0
2006-09-11,9.515,9.568,9.3961,9.4146,990223,0
2006-09-12,9.4946,9.7,9.438,9.601,3438532,0
2006-09-13,9.629,9.778,9.58,9.677,944427,0
2006-09-14,9.677,9.783,9.601,9.639,820617,0
2006-09-15,9.716,9.839,9.658,9.815,1417554,0
2006-09-18,9.854,9.916,9.797,9.859,1029933,0
2006-09-19,9.801,9.801,9.4146,9.573,1295305,0
2006-09-20,9.601,9.964,9.601,9.907,1420055,0
2006-09-21,9.935,9.935,9.815,9.859,861718,0
2006-09-22,9.868,9.907,9.706,9.774,934575,0
2006-09-25,9.749,9.844,9.658,9.74,783961,0
2006-09-26,9.74,9.859,9.677,9.815,913768,0
2006-09-27,9.788,9.959,9.778,9.946,918622,0
2006-09-28,9.941,9.959,9.801,9.935,1284841,0
2006-09-29,9.882,9.954,9.801,9.801,723249,0
2006-10-02,9.801,10.011,9.73,9.825,869482,0
2006-10-03,9.743,9.926,9.73,9.864,814086,0
2006-10-04,9.875,10.078,9.811,10.021,1053876,0
2006-10-05,10.045,10.065,9.972,10.028,1108373,0
2006-10-06,9.997,10.039,9.95,10.017,828536,0
2006-10-09,10.036,10.036,9.959,9.983,1082022,0
2006-10-10,10.032,10.036,9.964,9.993,988485,0
2006-10-11,10.006,10.036,9.821,9.897,922941,0
2006-10-12,9.964,10.036,9.903,10.017,947749,0
2006-10-13,10.036,10.122,9.978,10.036,818773,0
2006-10-16,10.056,10.069,9.978,9.989,1059553,0
2006-10-17,9.821,10.011,9.749,9.97,1166407,0
2006-10-18,9.989,10.011,9.921,9.964,770476,0
2006-10-19,9.964,9.989,9.926,9.972,748253,0
2006-10-20,9.989,9.993,9.851,9.903,1131058,0
2006-10-23,9.897,10.065,9.851,10.045,644355,0
2006-10-24,10.084,10.208,10.039,10.155,854818,0
2006-10-25,10.183,10.271,10.112,10.208,759400,0
2006-10-26,10.222,10.466,10.151,10.456,984272,0
2006-10-27,10.495,10.503,10.271,10.298,767357,0
2006-10-30,10.293,10.392,10.228,10.265,922627,0
2006-10-31,10.309,10.361,10.208,10.304,730788,0
2006-11-01,10.368,10.446,9.989,10.021,1468425,0
2006-11-02,9.941,10.032,9.754,9.892,1186337,0
2006-11-03,9.946,10.006,9.878,9.916,743609,0
2006-11-06,10.006,10.365,9.972,10.277,643002,0
2006-11-07,10.395,10.743,10.337,10.428,1803013,0
2006-11-08,10.155,10.723,10.151,10.598,1862664,0
2006-11-09,10.691,10.886,10.62,10.727,2005186,0
2006-11-10,10.8,11.005,10.758,10.906,1465972,0
2006-11-13,10.929,11.031,10.839,10.996,1060847,0
2006-11-14,10.993,11.125,10.924,11.12,1415481,0
2006-11-15,11.112,11.135,10.943,10.983,1118339,0
2006-11-16,10.983,11.042,10.81,10.895,1165489,0
2006-11-17,10.856,11.027,10.834,10.977,911843,0
2006-11-20,10.986,11.031,10.797,10.8,1037043,0
2006-11-21,10.8,10.891,10.767,10.797,865076,0
2006-11-22,10.843,10.895,10.791,10.81,472680,0
2006-11-24,10.81,10.834,10.758,10.797,1291720,0
2006-11-27,10.8,10.81,10.495,10.561,1613365,0
2006-11-28,10.561,10.639,10.495,10.598,758262,0
2006-11-29,10.651,10.758,10.598,10.727,894183,0
2006-11-30,10.727,10.776,10.672,10.739,1070281,0
